id,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response
212373,Female,43,1,32.0,1,1-2 Year,No,2630.0,26.0,286,0
136103,Male,61,1,50.0,1,1-2 Year,No,38774.0,26.0,28,0
214289,Male,54,1,8.0,0,1-2 Year,Yes,57031.0,124.0,281,0
212742,Male,65,1,28.0,0,> 2 Years,Yes,76578.0,122.0,160,1
206846,Female,76,1,28.0,0,> 2 Years,Yes,67390.0,91.0,284,0
318130,Male,50,1,41.0,0,1-2 Year,Yes,31590.0,155.0,60,1
188218,Female,49,1,28.0,0,1-2 Year,Yes,43475.0,124.0,214,1
123718,Male,38,1,46.0,0,1-2 Year,Yes,33223.0,124.0,272,1
181929,Female,27,1,49.0,0,< 1 Year,Yes,2630.0,156.0,244,0
234993,Male,36,1,23.0,0,1-2 Year,Yes,31079.0,124.0,256,1
262095,Male,29,1,36.0,0,< 1 Year,Yes,31964.0,152.0,278,1
290424,Male,48,1,28.0,0,1-2 Year,Yes,68004.0,122.0,186,0
367049,Male,54,1,41.0,0,1-2 Year,No,2630.0,156.0,284,1
42395,Male,40,1,28.0,0,1-2 Year,Yes,30500.0,124.0,133,1
192040,Male,43,1,41.0,0,1-2 Year,No,2630.0,157.0,205,1
73534,Male,32,1,8.0,0,1-2 Year,Yes,2630.0,156.0,78,0
276784,Male,47,1,28.0,0,1-2 Year,Yes,43363.0,26.0,226,1
311664,Male,37,1,20.0,1,< 1 Year,No,2630.0,1.0,207,1
188907,Female,22,1,48.0,0,< 1 Year,Yes,2630.0,152.0,181,0
19646,Male,51,1,8.0,0,1-2 Year,Yes,29603.0,124.0,62,1
142334,Female,24,1,36.0,1,< 1 Year,No,42081.0,152.0,104,0
254322,Female,49,1,46.0,0,1-2 Year,Yes,36869.0,124.0,257,1
222951,Male,22,1,8.0,1,< 1 Year,No,35356.0,152.0,105,0
314521,Female,48,1,17.0,0,1-2 Year,Yes,35349.0,157.0,232,1
12135,Female,21,1,28.0,0,< 1 Year,Yes,23564.0,153.0,276,1
303248,Female,49,1,28.0,1,1-2 Year,No,37415.0,122.0,62,0
195453,Male,40,1,3.0,0,1-2 Year,Yes,40007.0,156.0,45,0
331549,Female,47,1,24.0,0,1-2 Year,Yes,32667.0,26.0,298,1
271778,Male,71,1,33.0,1,1-2 Year,No,36334.0,124.0,83,0
329893,Male,22,1,47.0,0,< 1 Year,Yes,25148.0,152.0,199,0
241091,Male,20,1,28.0,0,1-2 Year,Yes,2630.0,163.0,189,0
110873,Male,53,1,28.0,0,1-2 Year,Yes,2630.0,26.0,10,0
74233,Male,23,1,16.0,0,< 1 Year,No,29384.0,152.0,76,0
116928,Female,52,1,28.0,0,1-2 Year,Yes,56335.0,60.0,160,0
80445,Female,49,1,15.0,1,1-2 Year,No,30543.0,152.0,51,0
213694,Male,52,1,28.0,0,1-2 Year,Yes,51955.0,26.0,238,1
238233,Male,27,1,41.0,1,< 1 Year,No,45078.0,152.0,10,0
298409,Male,62,1,28.0,0,1-2 Year,Yes,33598.0,124.0,62,0
15244,Male,48,1,28.0,0,1-2 Year,Yes,59667.0,124.0,38,1
349749,Female,30,1,28.0,0,< 1 Year,Yes,2630.0,152.0,269,0
33610,Female,38,1,36.0,1,1-2 Year,No,32837.0,124.0,152,0
180447,Male,25,1,28.0,0,1-2 Year,Yes,70880.0,163.0,93,1
144785,Female,65,1,28.0,1,1-2 Year,No,26194.0,152.0,44,0
347752,Female,37,1,13.0,1,1-2 Year,Yes,25576.0,152.0,164,0
141944,Female,44,1,47.0,0,1-2 Year,Yes,40670.0,124.0,272,0
199437,Male,44,1,28.0,0,1-2 Year,No,41095.0,26.0,211,0
180876,Female,53,1,24.0,0,1-2 Year,Yes,38381.0,124.0,111,1
285294,Female,47,1,35.0,0,1-2 Year,Yes,2630.0,124.0,193,1
317970,Male,52,1,41.0,0,> 2 Years,Yes,30837.0,26.0,200,1
361504,Female,34,1,30.0,1,1-2 Year,No,25099.0,151.0,260,0
290402,Male,48,1,28.0,0,1-2 Year,Yes,32005.0,124.0,24,1
239789,Male,50,1,28.0,0,1-2 Year,Yes,31668.0,26.0,111,1
154741,Female,23,1,37.0,1,< 1 Year,No,30881.0,152.0,201,0
233642,Male,53,1,28.0,0,1-2 Year,Yes,44002.0,26.0,120,1
336519,Male,49,1,10.0,0,1-2 Year,Yes,33372.0,26.0,109,0
330846,Female,59,1,33.0,0,1-2 Year,Yes,35909.0,124.0,279,1
283684,Male,25,1,46.0,1,< 1 Year,No,37171.0,152.0,48,0
304470,Female,27,1,28.0,1,< 1 Year,No,41727.0,152.0,197,0
117824,Female,73,1,28.0,0,> 2 Years,Yes,39442.0,26.0,266,1
330375,Male,44,1,35.0,0,1-2 Year,Yes,25171.0,124.0,283,1
237271,Female,36,1,28.0,0,1-2 Year,Yes,34377.0,26.0,251,0
323823,Male,22,1,6.0,1,< 1 Year,No,32016.0,152.0,201,0
196958,Female,30,1,28.0,0,< 1 Year,Yes,41861.0,13.0,250,1
324203,Male,55,1,38.0,0,1-2 Year,Yes,2630.0,124.0,116,1
295446,Female,30,1,29.0,0,< 1 Year,Yes,2630.0,157.0,118,1
300175,Male,37,1,46.0,0,1-2 Year,Yes,26368.0,124.0,26,1
221071,Female,30,1,37.0,0,1-2 Year,Yes,30203.0,156.0,11,1
134091,Female,24,1,30.0,1,< 1 Year,No,31728.0,152.0,134,0
267252,Male,33,1,3.0,0,< 1 Year,Yes,60262.0,124.0,237,1
76998,Male,45,1,50.0,0,1-2 Year,Yes,27168.0,26.0,13,1
264782,Male,46,1,37.0,0,1-2 Year,Yes,26059.0,124.0,265,1
113316,Male,20,1,3.0,1,< 1 Year,No,52244.0,160.0,249,0
35708,Male,28,1,7.0,0,1-2 Year,Yes,2630.0,157.0,90,0
254468,Female,42,1,28.0,0,1-2 Year,No,52569.0,26.0,18,0
335741,Male,41,1,8.0,0,1-2 Year,Yes,64254.0,124.0,30,0
104913,Male,43,1,1.0,0,1-2 Year,Yes,2630.0,156.0,286,0
204766,Female,52,1,41.0,1,1-2 Year,No,30451.0,124.0,259,0
91104,Female,23,1,15.0,0,< 1 Year,No,29494.0,152.0,109,0
350035,Male,38,1,28.0,0,1-2 Year,Yes,28924.0,124.0,291,1
62094,Female,22,1,33.0,1,< 1 Year,No,19719.0,152.0,243,0
74732,Male,54,1,8.0,1,1-2 Year,No,45866.0,26.0,33,0
354128,Female,42,1,28.0,0,1-2 Year,Yes,49441.0,124.0,169,1
212393,Male,41,1,17.0,0,1-2 Year,Yes,38868.0,124.0,296,1
347407,Female,45,1,28.0,0,1-2 Year,Yes,2630.0,124.0,144,0
205734,Female,21,1,8.0,1,< 1 Year,No,45773.0,160.0,135,0
265163,Female,34,1,28.0,0,< 1 Year,Yes,49065.0,122.0,227,1
174334,Male,51,1,29.0,0,1-2 Year,Yes,48247.0,124.0,255,1
46232,Female,47,1,8.0,0,1-2 Year,Yes,36803.0,124.0,176,0
370325,Male,42,1,8.0,1,1-2 Year,No,2630.0,26.0,298,0
289633,Male,56,1,28.0,0,1-2 Year,Yes,30444.0,124.0,148,0
310976,Female,76,1,28.0,0,1-2 Year,Yes,2630.0,122.0,296,1
83496,Female,45,1,28.0,0,1-2 Year,Yes,32984.0,26.0,71,1
122910,Female,20,1,32.0,1,< 1 Year,No,24099.0,160.0,77,0
161177,Female,24,1,18.0,1,< 1 Year,No,23180.0,152.0,10,0
264413,Female,32,1,39.0,0,1-2 Year,Yes,2630.0,156.0,137,1
343134,Male,43,1,33.0,0,1-2 Year,Yes,48840.0,124.0,249,1
325552,Male,27,1,15.0,1,< 1 Year,No,41265.0,152.0,271,0
113992,Male,25,1,37.0,1,< 1 Year,No,33809.0,152.0,127,0
90556,Female,28,1,28.0,0,< 1 Year,Yes,39745.0,152.0,256,1
69323,Male,53,1,28.0,0,1-2 Year,Yes,34872.0,122.0,113,1
10918,Male,26,1,46.0,0,< 1 Year,Yes,2630.0,156.0,288,0
93171,Male,68,1,28.0,0,1-2 Year,Yes,33531.0,26.0,128,0
35877,Female,25,1,10.0,1,< 1 Year,No,32223.0,152.0,199,0
227437,Male,39,1,28.0,0,1-2 Year,Yes,35261.0,26.0,220,1
359319,Female,29,1,28.0,1,< 1 Year,No,35118.0,26.0,129,0
111934,Male,54,1,28.0,0,1-2 Year,Yes,32026.0,122.0,11,1
169516,Male,59,1,28.0,0,1-2 Year,Yes,46346.0,122.0,245,1
334797,Male,61,1,28.0,1,1-2 Year,No,49117.0,26.0,101,0
72601,Female,31,1,21.0,1,< 1 Year,No,29213.0,152.0,131,0
102236,Female,55,1,2.0,0,1-2 Year,No,28006.0,124.0,239,0
284025,Female,36,1,15.0,0,1-2 Year,Yes,30797.0,154.0,95,0
261083,Male,43,1,48.0,0,1-2 Year,Yes,2630.0,15.0,18,0
381069,Female,49,1,28.0,0,1-2 Year,Yes,61705.0,157.0,39,0
270563,Male,33,1,24.0,0,< 1 Year,Yes,29455.0,154.0,294,1
263248,Male,64,1,28.0,0,1-2 Year,Yes,44627.0,26.0,174,0
241042,Female,23,1,32.0,0,< 1 Year,Yes,29683.0,152.0,14,0
225315,Female,78,1,46.0,1,1-2 Year,No,47935.0,11.0,260,0
46951,Female,43,1,28.0,0,1-2 Year,Yes,98327.0,122.0,127,0
144172,Male,46,1,28.0,0,1-2 Year,Yes,22702.0,26.0,132,0
246675,Male,47,1,28.0,0,1-2 Year,Yes,39069.0,124.0,288,0
360046,Male,48,1,28.0,0,1-2 Year,Yes,40206.0,124.0,185,0
112284,Male,47,1,50.0,0,1-2 Year,Yes,29171.0,26.0,227,1
149252,Male,54,1,6.0,0,1-2 Year,Yes,31223.0,26.0,144,1
302757,Male,51,1,46.0,0,1-2 Year,Yes,2630.0,26.0,273,0
88211,Male,43,1,28.0,0,1-2 Year,Yes,24484.0,124.0,256,1
63446,Female,51,1,28.0,0,1-2 Year,Yes,46293.0,122.0,156,1
116572,Male,47,1,7.0,0,1-2 Year,Yes,2630.0,124.0,21,1
57962,Male,24,1,33.0,1,< 1 Year,No,28666.0,152.0,265,0
30019,Male,42,1,28.0,0,1-2 Year,Yes,33117.0,26.0,56,1
22749,Male,33,1,41.0,0,1-2 Year,Yes,2630.0,157.0,109,1
47123,Female,39,1,33.0,0,1-2 Year,Yes,20357.0,16.0,297,1
27408,Male,33,1,28.0,0,1-2 Year,No,35500.0,154.0,145,1
347751,Male,41,1,28.0,0,1-2 Year,Yes,38077.0,124.0,203,0
257636,Male,49,1,50.0,0,1-2 Year,Yes,34357.0,124.0,140,1
89224,Female,48,1,28.0,0,1-2 Year,Yes,48432.0,122.0,47,1
188155,Female,39,1,8.0,0,1-2 Year,Yes,46640.0,31.0,194,1
112736,Male,61,1,31.0,0,1-2 Year,Yes,2630.0,26.0,35,0
329163,Female,72,1,35.0,0,1-2 Year,No,2630.0,156.0,44,1
194387,Female,25,1,16.0,1,< 1 Year,No,20976.0,152.0,113,0
6019,Male,23,1,5.0,0,< 1 Year,Yes,25957.0,26.0,34,1
337543,Male,39,1,11.0,0,> 2 Years,Yes,24288.0,4.0,165,1
347651,Male,24,1,45.0,1,< 1 Year,No,51422.0,152.0,199,0
135663,Male,67,1,13.0,0,1-2 Year,Yes,29836.0,26.0,201,0
233590,Male,44,1,28.0,0,> 2 Years,Yes,76800.0,26.0,96,0
302282,Female,22,1,50.0,1,< 1 Year,No,21974.0,152.0,79,0
247463,Male,74,1,39.0,1,1-2 Year,No,42914.0,127.0,150,0
92531,Female,48,1,28.0,0,1-2 Year,Yes,34987.0,124.0,21,1
33952,Female,25,1,8.0,0,< 1 Year,Yes,37107.0,152.0,193,0
57063,Female,24,1,30.0,1,< 1 Year,No,50501.0,152.0,206,0
296583,Male,39,1,3.0,0,1-2 Year,Yes,28486.0,155.0,247,1
309026,Female,21,1,8.0,1,< 1 Year,No,30716.0,152.0,235,0
230642,Male,56,1,0.0,1,1-2 Year,No,2630.0,26.0,292,0
269788,Male,35,1,28.0,0,1-2 Year,Yes,40932.0,124.0,19,1
370046,Male,30,1,15.0,0,< 1 Year,Yes,2630.0,152.0,146,1
145385,Female,45,1,28.0,0,1-2 Year,Yes,26597.0,26.0,208,1
18445,Male,50,1,28.0,0,1-2 Year,Yes,39612.0,26.0,63,0
144675,Male,24,1,46.0,0,< 1 Year,No,41160.0,152.0,39,0
153632,Female,29,1,15.0,0,1-2 Year,Yes,2630.0,156.0,62,1
5102,Male,28,1,30.0,1,< 1 Year,No,31448.0,151.0,186,0
131287,Male,58,1,29.0,0,1-2 Year,Yes,2630.0,26.0,171,1
129427,Female,27,1,39.0,1,< 1 Year,No,2630.0,152.0,168,0
79320,Male,40,1,14.0,0,1-2 Year,Yes,2630.0,163.0,54,1
375710,Female,23,1,25.0,1,< 1 Year,No,29792.0,152.0,50,0
164256,Female,29,1,41.0,0,1-2 Year,No,26149.0,157.0,198,0
185528,Female,42,1,28.0,0,> 2 Years,Yes,45970.0,26.0,218,1
345933,Male,31,1,18.0,0,< 1 Year,Yes,29485.0,124.0,188,0
282602,Female,42,1,28.0,0,1-2 Year,Yes,43687.0,26.0,258,1
300040,Male,43,1,28.0,0,1-2 Year,Yes,42017.0,124.0,114,1
325594,Male,48,1,2.0,0,> 2 Years,Yes,27251.0,124.0,82,1
248160,Female,21,1,46.0,1,< 1 Year,No,41141.0,160.0,220,0
10816,Male,25,1,28.0,1,< 1 Year,No,42710.0,152.0,206,0
209984,Female,24,1,44.0,1,< 1 Year,No,26777.0,152.0,106,0
213657,Female,26,1,37.0,0,< 1 Year,Yes,34005.0,152.0,155,1
32565,Male,46,1,48.0,0,1-2 Year,Yes,2630.0,124.0,71,1
332446,Male,56,1,28.0,0,1-2 Year,Yes,31015.0,124.0,164,1
166449,Female,21,1,28.0,0,< 1 Year,Yes,40220.0,122.0,39,1
265834,Female,68,1,43.0,0,1-2 Year,Yes,77341.0,124.0,43,0
122166,Male,35,1,50.0,1,1-2 Year,No,41567.0,152.0,201,0
42884,Male,57,1,14.0,0,1-2 Year,Yes,22682.0,124.0,267,1
46570,Male,41,1,33.0,0,1-2 Year,Yes,23022.0,26.0,297,1
122001,Male,28,1,0.0,0,< 1 Year,Yes,2630.0,163.0,162,0
166713,Male,57,1,8.0,0,1-2 Year,Yes,24846.0,124.0,149,0
24206,Female,23,1,41.0,1,< 1 Year,No,44985.0,152.0,196,0
179229,Male,53,1,46.0,0,1-2 Year,Yes,49116.0,124.0,139,0
120782,Male,40,1,28.0,0,1-2 Year,Yes,31736.0,26.0,212,1
337449,Male,44,1,3.0,0,1-2 Year,No,2630.0,26.0,129,1
327664,Female,23,1,41.0,1,< 1 Year,No,23916.0,152.0,250,0
281183,Female,28,1,50.0,1,< 1 Year,No,33883.0,152.0,68,0
159292,Female,39,1,28.0,0,1-2 Year,Yes,28574.0,7.0,92,1
9775,Male,35,1,28.0,0,1-2 Year,Yes,40808.0,122.0,177,1
51184,Female,21,1,28.0,1,< 1 Year,No,37442.0,152.0,176,0
255713,Male,24,1,17.0,0,< 1 Year,Yes,40665.0,152.0,226,0
210139,Female,62,1,28.0,0,1-2 Year,No,35743.0,26.0,30,0
340286,Male,29,1,18.0,1,< 1 Year,No,2630.0,152.0,68,0
352011,Male,68,1,28.0,0,1-2 Year,Yes,46622.0,26.0,240,1
213646,Male,31,1,28.0,0,< 1 Year,Yes,49809.0,152.0,190,1
144191,Male,57,1,31.0,1,1-2 Year,No,2630.0,124.0,160,0
332862,Female,34,1,41.0,1,1-2 Year,No,34270.0,152.0,284,0
238332,Male,48,1,28.0,0,> 2 Years,Yes,38002.0,26.0,202,1
58100,Male,23,1,11.0,1,< 1 Year,No,31334.0,152.0,202,0
226842,Female,23,1,3.0,1,< 1 Year,No,28946.0,152.0,15,0
157261,Male,26,1,29.0,1,< 1 Year,No,44066.0,152.0,203,0
340198,Female,35,1,46.0,0,1-2 Year,Yes,27318.0,160.0,173,0
20383,Male,48,1,28.0,0,1-2 Year,Yes,35083.0,124.0,37,1
199142,Male,34,1,48.0,0,1-2 Year,No,2630.0,122.0,137,0
249769,Male,36,1,9.0,0,1-2 Year,Yes,28785.0,124.0,179,0
152853,Male,45,1,28.0,0,1-2 Year,Yes,23594.0,60.0,215,0
215292,Male,29,1,3.0,1,1-2 Year,No,39925.0,26.0,140,0
312654,Female,23,1,18.0,1,< 1 Year,No,26627.0,151.0,160,0
227065,Female,34,1,15.0,0,1-2 Year,Yes,45127.0,124.0,27,1
271183,Male,27,1,28.0,1,< 1 Year,No,38911.0,152.0,115,0
258248,Female,69,1,8.0,0,1-2 Year,Yes,39321.0,124.0,242,0
359639,Male,41,1,25.0,0,1-2 Year,Yes,38337.0,26.0,47,1
189632,Male,52,1,15.0,0,1-2 Year,Yes,32099.0,29.0,25,1
58350,Female,26,1,41.0,0,< 1 Year,Yes,24826.0,152.0,202,1
350929,Female,39,1,30.0,0,1-2 Year,Yes,29555.0,124.0,248,1
309711,Female,37,1,28.0,0,1-2 Year,Yes,33735.0,124.0,166,1
85044,Male,57,1,8.0,0,1-2 Year,Yes,71979.0,26.0,46,1
248648,Female,24,1,8.0,1,< 1 Year,No,39392.0,152.0,254,0
94446,Female,23,1,46.0,0,< 1 Year,Yes,14668.0,160.0,206,0
310228,Male,46,1,17.0,0,1-2 Year,Yes,44772.0,25.0,168,0
174278,Female,50,1,22.0,1,1-2 Year,No,41249.0,26.0,231,0
188178,Male,31,1,10.0,1,< 1 Year,No,26888.0,152.0,45,0
53695,Male,62,1,11.0,0,1-2 Year,No,29944.0,26.0,233,0
100521,Male,51,1,29.0,0,1-2 Year,Yes,46140.0,124.0,51,0
272637,Male,58,1,28.0,0,1-2 Year,Yes,47166.0,163.0,12,1
82755,Female,26,1,33.0,1,< 1 Year,No,36519.0,152.0,152,0
124907,Male,49,1,28.0,0,> 2 Years,Yes,32307.0,22.0,210,0
237203,Male,47,1,28.0,0,1-2 Year,Yes,34954.0,124.0,245,0
116831,Male,49,1,21.0,0,> 2 Years,Yes,2630.0,12.0,194,1
42306,Male,44,1,28.0,0,> 2 Years,Yes,2630.0,124.0,155,1
154881,Female,43,1,20.0,0,1-2 Year,Yes,2630.0,26.0,137,1
131020,Male,23,1,28.0,0,< 1 Year,Yes,33314.0,152.0,168,0
136868,Female,21,1,37.0,0,< 1 Year,No,2630.0,160.0,138,1
252315,Female,61,1,14.0,0,1-2 Year,Yes,2630.0,124.0,273,1
282302,Male,25,1,8.0,1,< 1 Year,No,33425.0,152.0,38,0
98995,Male,58,1,28.0,0,1-2 Year,Yes,26060.0,122.0,148,0
368275,Female,70,1,28.0,0,> 2 Years,Yes,44119.0,3.0,31,1
128119,Male,49,1,8.0,0,1-2 Year,Yes,46349.0,124.0,132,1
156690,Male,63,1,28.0,0,1-2 Year,Yes,34483.0,122.0,203,1
352684,Male,44,1,39.0,0,> 2 Years,Yes,2630.0,26.0,246,1
62517,Female,47,1,28.0,0,1-2 Year,Yes,72883.0,26.0,115,0
363666,Female,30,1,3.0,0,< 1 Year,Yes,2630.0,156.0,264,1
229500,Male,35,1,28.0,1,1-2 Year,No,41875.0,124.0,180,0
65746,Female,22,1,37.0,1,< 1 Year,No,38229.0,152.0,241,0
276531,Female,38,1,28.0,1,1-2 Year,No,2630.0,26.0,37,0
272538,Male,53,1,42.0,0,1-2 Year,Yes,2630.0,124.0,43,1
374647,Female,28,1,28.0,0,1-2 Year,Yes,33749.0,26.0,277,1
344406,Female,44,1,15.0,0,1-2 Year,Yes,2630.0,124.0,277,1
373358,Male,26,1,33.0,0,< 1 Year,Yes,2630.0,152.0,112,1
254582,Male,28,1,28.0,1,< 1 Year,No,53087.0,152.0,53,0
150527,Female,42,1,28.0,0,1-2 Year,Yes,36953.0,26.0,19,1
170587,Female,40,1,28.0,0,> 2 Years,Yes,50328.0,26.0,138,1
72822,Male,47,1,28.0,0,1-2 Year,Yes,34272.0,49.0,63,1
97016,Male,70,1,48.0,0,1-2 Year,Yes,2630.0,26.0,69,0
67212,Female,26,1,33.0,0,< 1 Year,Yes,34747.0,152.0,11,1
139775,Male,46,1,8.0,0,1-2 Year,Yes,48497.0,124.0,195,1
175099,Female,24,1,11.0,1,< 1 Year,No,59481.0,152.0,80,0
149915,Male,48,1,23.0,0,1-2 Year,Yes,2630.0,26.0,248,1
18902,Male,67,1,28.0,0,1-2 Year,Yes,49146.0,125.0,65,1
163552,Female,48,1,28.0,0,1-2 Year,Yes,42275.0,26.0,172,1
332737,Male,64,1,35.0,0,> 2 Years,Yes,29547.0,124.0,53,1
103330,Male,22,1,20.0,0,< 1 Year,Yes,2630.0,152.0,264,1
158076,Male,45,1,43.0,0,1-2 Year,Yes,27113.0,26.0,72,1
302613,Female,62,1,48.0,0,1-2 Year,Yes,2630.0,124.0,215,1
326200,Male,45,1,28.0,0,1-2 Year,Yes,47425.0,124.0,211,1
275275,Male,70,1,15.0,1,1-2 Year,No,34238.0,14.0,114,0
376928,Male,39,1,28.0,0,1-2 Year,Yes,35888.0,124.0,225,1
247099,Male,43,1,15.0,1,1-2 Year,Yes,2630.0,26.0,83,0
92366,Male,22,1,16.0,1,< 1 Year,No,30956.0,152.0,287,0
77402,Male,50,1,0.0,0,1-2 Year,Yes,2630.0,26.0,77,0
25623,Female,38,1,28.0,0,1-2 Year,Yes,24506.0,124.0,242,1
1767,Female,46,1,24.0,0,1-2 Year,Yes,27867.0,154.0,85,1
125385,Female,63,1,28.0,0,1-2 Year,Yes,23936.0,124.0,90,0
216627,Female,42,1,50.0,1,1-2 Year,No,37021.0,8.0,242,0
206838,Male,51,1,28.0,0,1-2 Year,No,55089.0,26.0,216,0
134562,Male,25,1,3.0,1,< 1 Year,No,25041.0,152.0,232,0
369403,Male,49,1,28.0,0,1-2 Year,Yes,43940.0,26.0,270,1
15741,Male,28,1,28.0,1,< 1 Year,No,48084.0,152.0,221,0
45016,Female,46,1,29.0,0,1-2 Year,Yes,2630.0,124.0,223,1
242884,Female,32,1,28.0,0,< 1 Year,Yes,44260.0,157.0,253,1
156504,Female,21,1,46.0,1,< 1 Year,No,26116.0,160.0,194,0
27384,Female,47,1,28.0,0,1-2 Year,Yes,79986.0,26.0,152,1
153146,Male,36,1,31.0,0,1-2 Year,Yes,2630.0,26.0,145,1
188022,Female,34,1,18.0,0,1-2 Year,Yes,27425.0,163.0,44,0
53741,Male,63,1,28.0,0,> 2 Years,Yes,47620.0,26.0,268,0
97637,Male,53,1,8.0,0,1-2 Year,Yes,37218.0,26.0,295,1
213096,Female,25,1,37.0,1,< 1 Year,No,32969.0,152.0,58,0
10373,Male,46,1,46.0,1,1-2 Year,No,29197.0,26.0,14,0
149473,Male,59,1,29.0,0,1-2 Year,Yes,42884.0,26.0,75,1
39541,Male,24,1,29.0,1,< 1 Year,No,24897.0,152.0,43,0
308688,Male,39,1,28.0,1,1-2 Year,No,30455.0,124.0,76,0
129547,Female,29,1,28.0,0,1-2 Year,Yes,2630.0,154.0,299,1
145443,Male,60,1,28.0,0,1-2 Year,No,39233.0,122.0,72,0
371515,Female,77,1,28.0,1,1-2 Year,No,25509.0,26.0,114,0
230015,Male,40,1,28.0,0,< 1 Year,No,2630.0,1.0,262,0
320625,Male,52,1,41.0,0,1-2 Year,Yes,36133.0,26.0,27,1
225149,Male,21,1,45.0,0,< 1 Year,Yes,30492.0,152.0,16,1
328554,Male,44,1,9.0,0,1-2 Year,Yes,33136.0,26.0,27,0
345788,Male,49,1,50.0,0,1-2 Year,Yes,34589.0,163.0,66,0
20416,Male,68,1,28.0,0,1-2 Year,Yes,2630.0,156.0,273,0
227624,Male,34,1,1.0,0,1-2 Year,Yes,2630.0,157.0,186,1
254277,Male,50,1,28.0,0,> 2 Years,Yes,66568.0,26.0,143,0
8750,Female,26,1,27.0,0,< 1 Year,Yes,21925.0,152.0,61,0
172092,Female,39,1,36.0,0,1-2 Year,Yes,27434.0,26.0,279,1
157904,Male,43,1,46.0,0,1-2 Year,Yes,2630.0,11.0,177,1
86252,Female,44,1,50.0,0,> 2 Years,Yes,34829.0,26.0,136,1
170803,Female,52,1,28.0,0,> 2 Years,Yes,53622.0,26.0,111,1
82670,Male,43,1,41.0,0,1-2 Year,Yes,49830.0,12.0,79,1
31153,Male,61,1,36.0,1,1-2 Year,Yes,2630.0,26.0,40,0
80543,Male,25,1,28.0,1,< 1 Year,No,26275.0,152.0,96,0
257476,Male,33,1,11.0,0,1-2 Year,Yes,2630.0,157.0,199,1
101158,Male,59,1,28.0,0,> 2 Years,Yes,2630.0,124.0,33,1
230046,Male,36,1,15.0,0,1-2 Year,Yes,39747.0,124.0,289,1
228676,Male,25,1,8.0,1,< 1 Year,No,80022.0,152.0,142,0
212028,Male,29,1,29.0,0,1-2 Year,Yes,35682.0,26.0,241,1
231200,Male,50,1,35.0,0,1-2 Year,Yes,32661.0,10.0,272,0
336360,Male,62,1,28.0,0,> 2 Years,Yes,37883.0,26.0,11,1
191050,Male,32,1,24.0,0,1-2 Year,Yes,2630.0,157.0,234,1
17516,Female,29,1,29.0,1,< 1 Year,No,22937.0,152.0,111,0
132102,Female,55,1,33.0,0,1-2 Year,No,30338.0,127.0,110,0
54627,Male,50,1,28.0,0,1-2 Year,Yes,38314.0,124.0,167,0
165126,Female,26,1,30.0,0,< 1 Year,Yes,49019.0,152.0,53,0
186780,Male,50,1,28.0,0,1-2 Year,Yes,35414.0,124.0,168,1
243429,Male,47,1,9.0,0,1-2 Year,Yes,27440.0,157.0,148,1
309040,Female,35,1,28.0,0,1-2 Year,Yes,38813.0,124.0,203,1
27452,Female,31,1,28.0,0,< 1 Year,Yes,48866.0,124.0,141,1
357268,Male,34,1,10.0,0,1-2 Year,Yes,29209.0,124.0,287,1
295375,Female,31,1,29.0,0,< 1 Year,Yes,30124.0,152.0,185,1
211091,Male,46,1,28.0,0,1-2 Year,Yes,44129.0,124.0,121,1
143214,Female,33,1,6.0,0,< 1 Year,Yes,36121.0,152.0,260,1
367215,Female,22,1,7.0,0,< 1 Year,Yes,35882.0,152.0,36,1
43019,Male,35,1,36.0,1,1-2 Year,No,2630.0,152.0,12,0
324866,Male,45,1,28.0,0,1-2 Year,No,50474.0,26.0,13,0
152676,Female,27,1,9.0,1,< 1 Year,No,29301.0,152.0,37,0
297075,Male,44,1,8.0,0,1-2 Year,Yes,31199.0,124.0,162,1
330523,Male,57,1,29.0,0,1-2 Year,Yes,41735.0,26.0,144,1
209811,Male,47,1,47.0,0,1-2 Year,Yes,34230.0,113.0,46,1
225460,Female,23,1,9.0,1,< 1 Year,No,20719.0,26.0,80,0
184532,Female,46,1,28.0,0,> 2 Years,Yes,45826.0,55.0,241,1
211860,Male,60,1,8.0,0,> 2 Years,Yes,53607.0,26.0,242,1
370247,Male,41,1,30.0,1,1-2 Year,No,26844.0,26.0,90,0
62591,Female,63,1,28.0,1,1-2 Year,No,49015.0,26.0,112,0
166392,Female,30,1,31.0,0,1-2 Year,Yes,2630.0,148.0,107,1
324431,Female,31,1,29.0,1,< 1 Year,No,34609.0,152.0,238,0
215434,Female,45,1,28.0,0,1-2 Year,Yes,30022.0,26.0,127,1
269308,Male,36,1,3.0,0,1-2 Year,Yes,2630.0,155.0,237,1
316812,Female,31,1,3.0,1,< 1 Year,No,34529.0,152.0,180,0
176614,Male,60,1,3.0,0,1-2 Year,Yes,23337.0,26.0,239,1
230594,Female,73,1,16.0,0,1-2 Year,Yes,21284.0,26.0,230,1
204140,Male,61,1,50.0,0,1-2 Year,Yes,37075.0,26.0,17,0
250344,Female,61,1,29.0,1,1-2 Year,No,22884.0,35.0,284,0
313202,Female,30,1,35.0,1,< 1 Year,No,34680.0,152.0,108,0
